,patch_id,star_id_b,star_id_r,magnitude_b,magnitude_r,asc_d,asc_m,asc_s,dec_d,dec_m,dec_s,period,frequency,num_points_good_b,num_points_good_r,asym_b,asym_r,log_p_not_variable,sigma_flux_b,sigma_flux_r,type,quality,div_period
247_3606,247.0,3606.0,3821.0,17.2125,16.2203,5.0,31.0,44.6,-70.0,8.0,53.23,4.8253900000000005,0.207237,122.0,124.0,1.34615,1.48,-3.97475,212.601,525.974,3.0,1.0,1.0
355_1002,355.0,1002.0,1109.0,13.965,14.2282,5.0,23.0,35.26,-69.0,27.0,38.72,19.7648,0.050595,124.0,120.0,1.53061,0.791045,-2.3521400000000003,4257.68,3192.23,2.0,2.0,4.0
261_1557,261.0,1557.0,1514.0,19.2477,18.1863,5.0,29.0,17.14,-67.0,28.0,30.6,0.996442,1.00357,123.0,125.0,1.05,1.04918,0.202668,32.0837,84.8814,3.0,0.0,2.0
565_9384,565.0,9384.0,3697.0,19.285,18.9359,5.0,6.0,55.61,-66.0,44.0,27.17,1.95934,0.510376,118.0,120.0,1.45833,1.26415,-5.30092,32.1666,43.9952,1.0,1.0,5.0
359_4680,359.0,4680.0,4982.0,18.0318,15.6028,5.0,22.0,19.89,-70.0,11.0,0.09,234.637,0.0042619,124.0,120.0,2.875,1.85714,-21.4381,155.14,1163.56,4.0,3.0,1.0
490_11797,490.0,11797.0,12341.0,15.9212,15.5139,5.0,11.0,19.91,-68.0,33.0,7.13,9.90795,0.100929,118.0,120.0,1.80952,0.714286,-12.4198,776.105,976.943,2.0,2.0,2.0
294_1070,294.0,1070.0,1073.0,19.8388,19.3087,5.0,27.0,40.44,-68.0,24.0,42.89,1.71114,0.5844060000000001,123.0,121.0,1.23636,1.37255,-0.910812,18.8909,31.9655,3.0,1.0,5.0
390_11922,390.0,11922.0,11860.0,19.3716,18.9539,5.0,19.0,32.88,-70.0,50.0,22.34,0.942558,1.06094,123.0,118.0,2.84375,2.18919,-15.4846,36.8736,46.584,3.0,2.0,2.0
277_2533,277.0,2533.0,2592.0,19.4737,19.0809,5.0,30.0,5.97,-70.0,32.0,40.03,2.063,0.484731,118.0,122.0,3.06897,1.77273,-10.3074,35.0874,41.4553,3.0,3.0,4.0
136_4270,136.0,4270.0,4456.0,20.1822,18.6027,5.0,40.0,42.95,-70.0,20.0,14.64,6.52579,0.153238,111.0,124.0,1.13462,0.55,0.153577,14.2582,54.8788,2.0,1.0,5.0
25_4296,25.0,4296.0,4302.0,19.3491,18.3458,5.0,49.0,57.35,-70.0,28.0,56.29,1.3999700000000002,0.7143010000000001,117.0,109.0,2.0,2.11429,-2.8759,30.8464,75.4563,3.0,2.0,3.0
52_920,52.0,920.0,6985.0,19.2819,18.992,5.0,48.0,48.81,-70.0,18.0,6.52,0.945804,1.0573,122.0,122.0,3.2069,1.0678,-7.2248,37.1815,40.464,3.0,2.0,2.0
571_9362,571.0,9362.0,9082.0,19.1829,18.3617,5.0,6.0,19.09,-67.0,54.0,10.75,1.57178,0.636221,118.0,120.0,3.72,1.55319,-5.06958,40.0173,74.1032,3.0,2.0,3.0
568_3695,568.0,3695.0,3535.0,16.6147,16.0597,5.0,6.0,41.57,-67.0,13.0,55.94,5.5888300000000015,0.178928,118.0,120.0,2.27778,1.92683,-9.29108,414.6230000000001,619.133,2.0,3.0,2.0
636_8961,636.0,8961.0,9256.0,19.4695,18.3139,5.0,0.0,51.57,-69.0,36.0,22.47,4.5337,0.22057,120.0,119.0,2.07692,1.2037,-2.53107,28.3919,75.52199999999998,3.0,1.0,8.0
610_3848,610.0,3848.0,3942.0,18.6379,15.5907,5.0,2.0,30.21,-69.0,54.0,8.69,242.775,0.00411904,119.0,119.0,1.90244,1.33333,-10.6751,63.1217,946.296,4.0,2.0,1.0
268_4050,268.0,4050.0,4072.0,17.9911,15.814,5.0,28.0,44.04,-68.0,50.0,20.95,0.498197,2.0072400000000004,123.0,125.0,0.892308,0.5243899999999999,-0.89625,100.3,720.564,3.0,0.0,1.0
295_9785,295.0,9785.0,10572.0,18.0975,15.8236,5.0,26.0,29.09,-68.0,41.0,58.73,4.31879,0.231546,123.0,125.0,2.41667,1.08333,-0.364209,95.7116,752.203,2.0,0.0,3.0
92_9898,92.0,9898.0,9573.0,19.1868,18.319000000000006,5.0,39.0,57.44,-67.0,20.0,49.84,1.6697,0.59891,122.0,117.0,2.2973,0.539474,-1.54605,35.7119,72.8257,3.0,1.0,3.0
490_9517,490.0,9517.0,9820.0,17.7244,16.9099,5.0,12.0,8.37,-68.0,32.0,10.56,32.4575,0.030809500000000007,118.0,120.0,1.56522,1.85714,-4.41648,132.863,282.023,2.0,1.0,10.0
30_6176,30.0,6176.0,5868.0,19.5342,19.0496,5.0,44.0,3.19,-66.0,10.0,16.38,1.53031,0.653462,121.0,113.0,1.37255,2.13889,-1.54196,24.9352,40.9963,3.0,1.0,4.0
358_10057,358.0,10057.0,10787.0,16.541,15.5867,5.0,22.0,26.93,-70.0,5.0,14.54,8.156880000000001,0.122596,124.0,120.0,2.54286,1.06897,-7.48636,449.49,928.45,2.0,2.0,3.0
386_9477,386.0,9477.0,10035.0,18.3975,17.3214,5.0,20.0,27.67,-70.0,4.0,57.21,2.37358,0.421305,123.0,120.0,2.5142900000000004,0.967213,-2.2383900000000003,75.3655,188.159,3.0,1.0,4.0
248_1659,248.0,1659.0,1871.0,18.6622,18.5107,5.0,32.0,35.11,-70.0,20.0,51.52,2.82375,0.354139,122.0,123.0,2.21053,1.73333,-3.5868800000000003,59.6643,67.5305,3.0,1.0,5.0
44_4789,44.0,4789.0,4703.0,19.8825,19.0813,5.0,45.0,25.4,-68.0,46.0,59.85,4.7533,0.21038,121.0,122.0,1.57447,1.2181799999999998,-8.92067,19.0789,37.8141,3.0,2.0,7.0
131_945,131.0,945.0,1145.0,18.5595,18.4049,5.0,40.0,58.69,-69.0,19.0,37.27,1.78534,0.560117,124.0,118.0,1.06667,1.3137299999999998,-0.8251379999999999,60.226000000000006,70.8096,3.0,1.0,3.0
308_523,308.0,523.0,570.0,19.3876,18.6981,5.0,28.0,41.02,-71.0,7.0,17.44,3.74769,0.266831,109.0,106.0,1.79487,0.827586,-4.18254,29.4528,51.8882,3.0,2.0,6.0
385_7738,385.0,7738.0,8434.0,18.6691,17.5176,5.0,21.0,0.08,-69.0,55.0,53.32,1.7394900000000002,0.5748810000000001,123.0,118.0,1.61702,3.37037,-1.2892,56.1683,191.386,3.0,1.0,3.0
747_2654,747.0,2654.0,2634.0,18.6652,17.7712,4.0,52.0,32.68,-69.0,17.0,58.85,6.11621,0.1635,118.0,115.0,1.0,0.8548389999999999,-4.82019,55.9088,120.908,3.0,2.0,8.0
336_4575,336.0,4575.0,4574.0,19.5209,18.7508,5.0,24.0,38.77,-71.0,8.0,11.88,3.654430000000001,0.27364,111.0,98.0,3.26923,1.22727,-5.16029,30.3599,52.4126,3.0,2.0,6.0
721_11355,721.0,11355.0,11154.0,18.9546,18.6382,4.0,52.0,59.4,-69.0,42.0,41.83,1.72095,0.581074,118.0,112.0,0.966667,0.866667,-0.5257149999999999,41.3073,55.3242,3.0,1.0,4.0
499_9277,499.0,9277.0,9459.0,19.7415,19.1068,5.0,11.0,30.88,-70.0,16.0,47.94,8.46088,0.118191,117.0,117.0,1.38776,0.8870969999999999,-7.43831,21.7334,36.1694,2.0,1.0,6.0
212_5952,212.0,5952.0,6155.0,19.7394,19.0595,5.0,34.0,30.63,-68.0,55.0,36.66,10.3067,0.0970243,121.0,123.0,1.08621,1.08475,-0.872245,20.5235,38.2671,2.0,0.0,6.0
745_10541,745.0,10541.0,10528.0,16.5113,15.6172,4.0,52.0,13.92,-69.0,0.0,42.08,11.336,0.0882145,119.0,114.0,2.05128,0.407407,-4.31764,424.081,869.48,2.0,2.0,3.0
135_3486,135.0,3486.0,9905.0,17.7361,16.9573,5.0,40.0,51.19,-70.0,10.0,2.3,4.60933,0.21695100000000006,124.0,122.0,0.127273,0.297872,-6.02876,105.073,227.14,1.0,2.0,2.0
363_1527,363.0,1527.0,1546.0,19.0243,18.0731,5.0,23.0,33.67,-70.0,56.0,40.86,4.80386,0.208166,122.0,122.0,1.97561,1.71111,-3.0599,41.5042,96.6702,3.0,2.0,7.0
191_2579,191.0,2579.0,2773.0,15.8721,15.1126,5.0,36.0,36.51,-70.0,9.0,6.38,8.1839,0.122191,124.0,124.0,2.54286,1.81818,-9.35206,983.444,1516.89,2.0,2.0,3.0
235_3609,235.0,3609.0,3645.0,19.6344,18.9087,5.0,30.0,43.19,-67.0,50.0,33.43,1.44327,0.692871,124.0,124.0,2.44444,1.43137,-6.8652,26.317,44.1317,3.0,2.0,3.0
63_195,63.0,195.0,139.0,19.235,18.8297,5.0,43.0,23.82,-67.0,0.0,39.43,2.43538,0.410614,122.0,122.0,1.39216,1.17857,-7.554239999999999,33.803000000000004,47.6572,3.0,1.0,7.0
527_8285,527.0,8285.0,8582.0,20.1365,19.1405,5.0,9.0,29.78,-70.0,16.0,28.46,2.91953,0.342521,114.0,117.0,1.65116,0.695652,-1.1278700000000002,15.3929,33.1275,3.0,1.0,5.0
758_1159,758.0,1159.0,1178.0,19.8619,19.2848,4.0,55.0,0.15,-65.0,57.0,37.15,1.65028,0.605958,116.0,110.0,2.22222,0.392405,-0.7710560000000001,20.5177,27.2825,3.0,2.0,5.0
236_274,236.0,274.0,255.0,19.7594,19.1128,5.0,31.0,59.5,-68.0,5.0,0.39,7.8023,0.128167,124.0,122.0,1.81818,0.820896,-2.14657,21.8227,34.335,2.0,1.0,7.0
138_10861,138.0,10861.0,11668.0,18.8634,18.2465,5.0,40.0,37.52,-70.0,46.0,54.76,1.08945,0.917894,124.0,123.0,2.875,2.075,-7.29362,51.8474,83.9513,3.0,2.0,2.0
268_349,268.0,349.0,357.0,16.323,15.8735,5.0,30.0,11.74,-68.0,52.0,18.69,1.99092,0.5022800000000001,123.0,125.0,1.36538,1.08333,0.0662199,475.177,711.663,3.0,0.0,2.0
54_9717,54.0,9717.0,10439.0,15.3974,15.1956,5.0,48.0,3.28,-70.0,43.0,4.43,12.6012,0.07935750000000001,123.0,122.0,1.6739099999999998,0.418605,-7.924689999999999,1209.37,1246.06,2.0,2.0,2.0
201_1396,201.0,1396.0,1365.0,17.9264,18.7435,5.0,32.0,58.17,-66.0,43.0,29.29,97.4478,0.0102619,124.0,124.0,2.54286,3.42857,-2.53472,125.088,63.6449,2.0,1.0,6.0
487_4766,487.0,4766.0,4706.0,20.0763,19.5357,5.0,11.0,54.63,-67.0,51.0,26.05,1.14954,0.8699129999999999,115.0,109.0,1.12963,1.53488,-4.7926199999999985,15.6662,26.3006,3.0,1.0,5.0
271_6288,271.0,6288.0,6874.0,19.0365,18.3488,5.0,30.0,18.33,-69.0,29.0,24.87,1.7591599999999998,0.568453,123.0,125.0,2.32432,0.923077,-4.5896300000000005,44.9912,72.9305,3.0,2.0,3.0
490_1924,490.0,1924.0,1894.0,20.0401,19.339,5.0,12.0,46.98,-68.0,24.0,19.84,1.16175,0.86077,117.0,116.0,1.85366,1.07143,-5.56277,18.4749,29.2996,3.0,2.0,2.0
270_8033,270.0,8033.0,8953.0,17.9006,14.8933,5.0,29.0,30.29,-69.0,19.0,57.0,2.00146,0.4996350000000001,123.0,125.0,1.23636,1.31481,-9.20611,116.6,1776.94,4.0,2.0,2.0
740_2428,740.0,2428.0,2007.0,18.4535,15.7379,4.0,54.0,24.0,-67.0,53.0,59.55,232.044,0.00430953,118.0,113.0,1.56522,2.89655,-3.46671,68.7342,922.842,4.0,1.0,4.0
584_3476,584.0,3476.0,3502.0,16.4602,16.3865,5.0,4.0,31.68,-70.0,17.0,40.82,2.34561,0.426328,118.0,120.0,1.40816,1.0,-0.58248,432.055,440.895,2.0,0.0,2.0
373_5678,373.0,5678.0,5449.0,19.6312,19.1454,5.0,21.0,41.65,-67.0,33.0,24.91,3.63734,0.274926,121.0,123.0,1.52083,0.892308,-5.87607,23.7342,34.1579,3.0,1.0,7.0
635_2788,635.0,2788.0,3004.0,19.1883,18.9307,5.0,1.0,10.23,-69.0,22.0,34.7,3.40525,0.293664,119.0,116.0,1.975,0.933333,-5.23287,35.9717,42.4851,3.0,2.0,5.0
513_4397,513.0,4397.0,4242.0,19.5365,19.2624,5.0,10.0,14.45,-67.0,28.0,19.77,2.56758,0.389472,116.0,119.0,1.46809,1.58696,-3.8445,25.7855,34.0594,3.0,2.0,4.0
20_2206,20.0,2206.0,2487.0,16.9755,16.0916,5.0,49.0,26.6,-69.0,28.0,54.54,7.13313,0.140191,97.0,108.0,1.93939,1.0,-6.87678,279.481,585.622,2.0,2.0,4.0
567_1976,567.0,1976.0,1784.0,16.0151,16.2004,5.0,7.0,19.29,-67.0,6.0,49.18,3.5455300000000003,0.282045,118.0,119.0,0.26881700000000003,0.226804,-0.8206389999999999,589.556,492.1230000000001,1.0,0.0,2.0
743_6633,743.0,6633.0,724.0,19.0625,18.2969,4.0,54.0,10.58,-68.0,33.0,26.3,1.50298,0.665345,117.0,116.0,2.77419,2.1351400000000003,-12.4029,45.4301,82.1726,2.0,2.0,1.0
71_4236,71.0,4236.0,4163.0,19.6837,19.0228,5.0,43.0,19.8,-68.0,31.0,36.12,1.72718,0.578978,122.0,121.0,2.8125,0.920635,-4.5784,24.9571,38.7508,3.0,1.0,3.0
48_6420,48.0,6420.0,6508.0,19.6455,18.9647,5.0,47.0,44.82,-69.0,36.0,54.05,1.15247,0.8677020000000001,121.0,123.0,2.55882,1.12069,-4.03097,23.805,41.904,3.0,1.0,3.0
513_4423,513.0,4423.0,4260.0,18.0375,18.199,5.0,10.0,15.19,-67.0,25.0,39.53,4.19793,0.238213,116.0,119.0,0.0642202,0.0720721,-15.8202,72.5022,68.1308,1.0,3.0,1.0
571_4323,571.0,4323.0,4086.0,19.7237,19.4301,5.0,6.0,1.27,-67.0,51.0,22.96,1.52942,0.6538430000000001,117.0,116.0,4.31818,1.69767,-4.7832,25.6524,29.6841,3.0,1.0,3.0
363_11731,363.0,11731.0,11437.0,18.9966,17.8639,5.0,21.0,50.91,-71.0,5.0,39.47,2.3849,0.419305,124.0,124.0,2.44444,2.75758,-5.18513,45.3648,124.58,3.0,2.0,4.0
56_3270,56.0,3270.0,3535.0,18.7787,17.5857,5.0,48.0,38.42,-70.0,59.0,54.87,2.6913,0.371568,106.0,106.0,1.40909,0.766667,-1.61335,50.7193,142.591,3.0,1.0,5.0
261_2188,261.0,2188.0,2249.0,18.9002,17.2251,5.0,29.0,3.94,-67.0,28.0,48.78,6.97094,0.143453,123.0,125.0,2.23684,0.329787,-0.577663,45.9754,195.62,3.0,0.0,7.0
570_7604,570.0,7604.0,1862.0,19.3702,18.7717,5.0,6.0,58.57,-67.0,41.0,59.34,2.16375,0.462161,119.0,119.0,1.90244,0.586667,-4.83626,30.5479,47.3739,3.0,1.0,3.0
362_8128,362.0,8128.0,8091.0,19.4677,18.8248,5.0,23.0,23.56,-70.0,48.0,45.25,3.95632,0.25276,123.0,124.0,2.32432,1.58333,-4.99355,29.3218,48.3803,3.0,2.0,7.0
705_3373,705.0,3373.0,3189.0,19.3022,19.0059,4.0,57.0,25.49,-66.0,35.0,2.43,2.2124200000000003,0.451994,118.0,113.0,0.439024,1.26,-0.254418,28.4614,41.3061,1.0,0.0,2.0
354_5494,354.0,5494.0,5886.0,19.8247,18.6162,5.0,21.0,52.95,-69.0,13.0,27.07,1.7071,0.585789,107.0,114.0,1.81579,0.8387100000000001,-3.26911,21.7716,57.3246,3.0,1.0,3.0
261_7089,261.0,7089.0,13555.0,18.5998,16.8294,5.0,29.0,24.35,-67.0,37.0,20.28,1.4948,0.668986,123.0,125.0,1.5102,0.404494,-1.74337,58.7885,284.747,3.0,1.0,3.0
517_5003,517.0,5003.0,5141.0,19.2613,19.1325,5.0,9.0,37.9,-68.0,16.0,20.9,3.3294,0.300354,117.0,120.0,2.9,2.15789,-4.29427,35.6217,40.2996,3.0,2.0,6.0
222_9111,222.0,9111.0,9403.0,19.0628,18.5275,5.0,34.0,37.13,-70.0,47.0,27.12,2.05593,0.486398,124.0,123.0,1.25455,0.952381,-2.50929,38.9111,61.6858,3.0,1.0,5.0
172_1521,172.0,1521.0,1464.0,19.3113,19.0153,5.0,34.0,44.39,-66.0,28.0,17.36,2.3951,0.417519,124.0,120.0,1.43137,1.4,-1.52219,30.6327,40.2486,3.0,1.0,6.0
381_1554,381.0,1554.0,1756.0,18.0794,17.9709,5.0,21.0,11.66,-69.0,1.0,37.0,8.23687,0.121405,122.0,125.0,0.22,1.84091,0.122722,86.1857,108.81,1.0,0.0,2.0
382_9766,382.0,9766.0,10897.0,15.3151,15.0225,5.0,20.0,4.56,-69.0,16.0,50.84,20.1536,0.0496189,122.0,124.0,2.12821,1.48,-10.0362,1509.26,1622.15,2.0,2.0,6.0
753_5626,753.0,5626.0,5584.0,19.6333,18.9672,4.0,51.0,40.72,-70.0,32.0,40.41,6.293080000000002,0.158905,111.0,113.0,1.5814,0.883333,-6.300669999999998,24.5787,40.0461,3.0,2.0,9.0
172_7511,172.0,7511.0,7651.0,18.7811,18.3587,5.0,34.0,36.17,-66.0,37.0,23.36,5.3811800000000005,0.185833,124.0,120.0,1.38462,0.578947,-2.56998,50.2291,71.0253,3.0,1.0,11.0
320_4378,320.0,4378.0,4292.0,18.5932,16.2462,5.0,24.0,13.66,-68.0,2.0,35.17,302.158,0.00330953,123.0,125.0,1.19643,0.602564,-6.11419,60.6462,487.258,4.0,1.0,3.0
499_6165,499.0,6165.0,6381.0,19.5278,19.1791,5.0,12.0,41.95,-70.0,13.0,40.53,2.6987400000000004,0.370543,117.0,115.0,2.34286,1.55556,-3.69264,27.8054,37.3047,3.0,2.0,5.0
271_9607,271.0,9607.0,10697.0,20.3681,15.6042,5.0,28.0,58.39,-69.0,30.0,31.65,2.0026,0.499351,114.0,125.0,2.25714,1.45098,-4.61385,13.9597,939.17,3.0,1.0,6.0
643_4131,643.0,4131.0,3997.0,19.4447,18.938,4.0,58.0,58.32,-70.0,53.0,17.58,1.70357,0.5870029999999999,113.0,104.0,2.89655,1.53659,-5.16094,30.2451,44.1779,3.0,2.0,3.0
271_7123,271.0,7123.0,7786.0,19.1111,18.5741,5.0,29.0,59.86,-69.0,32.0,38.9,1.81442,0.55114,123.0,125.0,3.1,1.55102,-5.17495,42.074,61.4119,3.0,1.0,4.0
71_100,71.0,100.0,115.0,16.6748,15.9666,5.0,44.0,51.74,-68.0,31.0,53.83,11.1761,0.08947669999999999,122.0,122.0,1.71111,1.30189,-1.56231,357.119,667.378,2.0,1.0,4.0
351_4779,351.0,4779.0,4770.0,16.791,16.8547,5.0,22.0,8.67,-68.0,37.0,15.27,5.50893,0.181523,123.0,124.0,0.5,0.530864,-3.92744,294.302,280.387,1.0,1.0,4.0
569_9570,569.0,9570.0,8822.0,19.0906,18.6963,5.0,6.0,22.07,-67.0,32.0,46.64,1.18667,0.842694,118.0,119.0,2.93333,1.64444,-11.2426,44.6896,55.1442,3.0,2.0,2.0
685_11034,685.0,11034.0,10773.0,17.5309,16.8182,4.0,57.0,21.96,-68.0,12.0,33.08,5.8228300000000015,0.171738,119.0,115.0,1.83333,2.10811,-3.75124,161.18,318.124,3.0,2.0,7.0
643_2347,643.0,2347.0,2209.0,19.1961,18.6606,4.0,59.0,43.89,-70.0,53.0,45.17,3.80955,0.262498,113.0,103.0,1.89744,0.7457630000000001,-2.81268,34.9466,53.7468,3.0,2.0,6.0
56_510,56.0,510.0,600.0,19.3384,18.2495,5.0,49.0,55.67,-71.0,1.0,57.86,0.8038350000000001,1.24404,105.0,106.0,2.18182,0.827586,-2.84002,32.2944,78.3194,3.0,1.0,2.0
486_9222,486.0,9222.0,9086.0,19.952,19.2711,5.0,12.0,17.25,-67.0,47.0,59.87,2.6193,0.381781,118.0,118.0,1.80952,0.661972,-0.536324,17.9418,30.9903,3.0,1.0,7.0
377_9860,377.0,9860.0,10114.0,19.7698,19.2152,5.0,20.0,4.38,-68.0,21.0,40.13,2.1501200000000003,0.46509,121.0,122.0,1.52083,0.90625,-2.12604,20.9856,32.6743,3.0,1.0,6.0
302_9995,302.0,9995.0,10578.0,14.9284,14.4838,5.0,26.0,55.85,-70.0,4.0,47.48,43.0328,0.0232381,123.0,100.0,2.5142900000000004,1.27273,-6.4295300000000015,2064.95,2623.07,2.0,2.0,6.0
373_3839,373.0,3839.0,3697.0,19.3455,18.154,5.0,20.0,23.43,-67.0,32.0,26.09,1.3256,0.754375,122.0,124.0,1.30189,1.33962,-1.96968,29.8093,88.6375,3.0,1.0,4.0
260_4033,260.0,4033.0,4163.0,16.2111,15.6798,5.0,28.0,17.46,-67.0,16.0,1.96,3.02924,0.330116,123.0,116.0,2.075,1.7619,-1.31747,563.283,948.887,3.0,0.0,3.0
132_821,132.0,821.0,860.0,19.7772,18.6628,5.0,41.0,11.03,-69.0,31.0,1.09,1.64724,0.6070760000000001,123.0,122.0,3.73077,1.34615,0.348739,25.3938,56.6879,3.0,0.0,3.0
284_2973,284.0,2973.0,2817.0,16.4766,15.9957,5.0,26.0,33.89,-66.0,31.0,7.34,32.7103,0.0305714,123.0,124.0,2.61765,1.03279,-3.59341,490.355,641.0840000000002,2.0,2.0,8.0
377_2929,377.0,2929.0,2910.0,20.0855,18.6699,5.0,20.0,43.71,-68.0,19.0,2.41,1.16475,0.858553,107.0,124.0,1.48837,0.458824,-2.62571,16.9154,51.1481,3.0,1.0,3.0
581_7404,581.0,7404.0,7833.0,19.8939,19.5283,5.0,5.0,43.67,-69.0,50.0,13.63,8.88697,0.112524,115.0,114.0,1.80488,1.23529,-6.52302,20.7559,26.0187,2.0,1.0,7.0
642_787,642.0,787.0,783.0,19.5407,18.9194,5.0,0.0,38.15,-70.0,39.0,40.83,2.58052,0.387519,111.0,104.0,2.36364,2.71429,-3.09462,27.2571,48.0049,3.0,2.0,5.0
188_465,188.0,465.0,6725.0,19.109,18.2347,5.0,37.0,3.28,-69.0,37.0,11.64,1.83527,0.544879,124.0,124.0,0.9375,0.907692,-1.09595,36.0994,78.904,3.0,1.0,6.0
15_8544,15.0,8544.0,8610.0,19.6237,19.1855,5.0,47.0,36.13,-68.0,40.0,15.8,0.532328,1.87854,93.0,77.0,1.81818,1.02632,-5.0496,24.9925,34.1293,3.0,2.0,1.0
578_2134,578.0,2134.0,2503.0,15.1671,15.0747,5.0,5.0,53.6,-69.0,10.0,36.47,4.3636599999999985,0.229165,119.0,120.0,1.70455,1.0339,-2.02091,1435.34,1492.59,3.0,1.0,7.0
150_391,150.0,391.0,335.0,18.3639,18.6404,5.0,37.0,47.47,-67.0,36.0,34.36,1.09129,0.916347,123.0,122.0,0.464286,0.936508,0.113963,69.8772,56.7368,1.0,0.0,1.0
604_8493,604.0,8493.0,9232.0,14.2192,14.3706,5.0,3.0,46.12,-68.0,52.0,36.44,44.6809,0.0223809,118.0,120.0,2.80645,0.764706,-3.90054,3929.17,2794.19,2.0,2.0,2.0
546_7294,546.0,7294.0,7738.0,20.2022,19.4602,5.0,8.0,41.82,-68.0,31.0,14.34,0.6944520000000001,1.43998,113.0,110.0,0.915254,1.44444,-0.540516,13.2176,28.1566,3.0,0.0,1.0
18_9213,18.0,9213.0,9244.0,17.8123,17.7754,5.0,47.0,57.6,-69.0,12.0,14.15,2.96341,0.337449,89.0,104.0,0.78,0.8909090000000001,-2.40387,118.798,124.336,1.0,0.0,4.0
261_5816,261.0,5816.0,6821.0,17.0151,15.7171,5.0,27.0,50.76,-67.0,27.0,33.42,0.99931,1.00069,123.0,125.0,1.41176,1.45098,-5.99726,252.272,855.0939999999998,3.0,0.0,1.0
217_10933,217.0,10933.0,12313.0,16.2177,15.3738,5.0,32.0,58.35,-69.0,51.0,55.78,19.2044,0.0520714,124.0,122.0,3.0,2.12821,-6.16929,686.9010000000002,1204.52,2.0,2.0,4.0
780_2755,780.0,2755.0,2597.0,19.7709,19.135,4.0,48.0,55.69,-70.0,14.0,28.59,3.876,0.257998,100.0,107.0,1.63158,0.981481,-3.47005,21.2814,36.7464,3.0,2.0,7.0
721_2766,721.0,2766.0,2778.0,19.4069,18.9353,4.0,54.0,16.2,-69.0,38.0,1.76,1.15171,0.868274,119.0,112.0,2.96667,0.8983049999999999,-6.629510000000002,31.4143,41.9033,3.0,2.0,2.0
113_8417,113.0,8417.0,7836.0,17.9176,17.9251,5.0,37.0,13.04,-66.0,0.0,20.8,5.76607,0.173428,103.0,100.0,0.240964,0.351351,-6.92718,99.9002,98.4475,1.0,1.0,3.0
490_5516,490.0,5516.0,5543.0,19.3906,16.2748,5.0,11.0,29.72,-68.0,25.0,2.1,311.111,0.00321429,117.0,120.0,1.4375,0.714286,-8.62187,28.6004,473.955,4.0,2.0,1.0
511_5154,511.0,5154.0,5047.0,18.8944,17.6804,5.0,10.0,9.62,-67.0,7.0,8.68,3.67908,0.271807,118.0,120.0,1.45833,0.690141,-1.6965400000000002,45.6363,132.219,3.0,2.0,6.0
575_1466,575.0,1466.0,1666.0,19.1204,18.898,5.0,6.0,33.65,-68.0,33.0,39.16,2.3621,0.4233520000000001,115.0,113.0,2.02632,1.40426,-0.0980708,40.4703,47.4988,2.0,0.0,2.0
153_4857,153.0,4857.0,4789.0,19.3728,18.8719,5.0,36.0,32.09,-68.0,12.0,56.76,0.5663779999999999,1.76561,123.0,122.0,3.24138,1.71111,-7.713210000000001,33.6802,47.8058,3.0,2.0,1.0
96_4410,96.0,4410.0,4297.0,19.5263,18.9059,5.0,40.0,43.03,-67.0,57.0,56.53,2.56679,0.389592,122.0,115.0,1.54167,1.44681,-6.305,25.6523,45.2858,3.0,1.0,4.0
330_10167,330.0,10167.0,13069.0,19.2234,18.6324,5.0,24.0,37.58,-70.0,7.0,53.17,1.7527700000000002,0.570526,123.0,119.0,2.15385,0.4,-2.57026,36.5028,50.8978,3.0,1.0,3.0
105_1698,105.0,1698.0,1863.0,19.3497,18.7233,5.0,43.0,18.28,-69.0,43.0,54.38,2.30797,0.433281,123.0,119.0,1.79545,1.08772,-5.44358,31.6036,51.4917,3.0,2.0,4.0
244_4073,244.0,4073.0,4295.0,17.6919,15.1012,5.0,31.0,19.52,-69.0,37.0,54.96,362.069,0.0027619,101.0,99.0,1.24444,0.65,-12.69,144.623,1382.97,4.0,2.0,1.0
380_2456,380.0,2456.0,2662.0,19.4228,19.1654,5.0,20.0,52.82,-68.0,50.0,4.36,2.66348,0.375449,122.0,118.0,2.69697,0.710145,-4.706930000000002,32.0142,32.08,3.0,1.0,4.0
595_7793,595.0,7793.0,7190.0,19.3186,19.0421,5.0,5.0,14.8,-67.0,9.0,47.45,2.39647,0.41728,119.0,120.0,0.983333,0.643836,-5.04096,29.942,36.1252,3.0,1.0,8.0
241_1963,241.0,1963.0,2128.0,17.1716,16.461,5.0,31.0,46.42,-68.0,58.0,43.83,13.3503,0.0749047,102.0,99.0,1.37209,0.767857,-4.40089,223.805,405.597,2.0,3.0,4.0
564_5447,564.0,5447.0,5079.0,16.7194,16.2175,5.0,6.0,32.07,-66.0,32.0,6.8,8.26442,0.121001,119.0,120.0,1.42857,0.8461540000000001,-3.27088,345.37,517.5369999999998,2.0,1.0,4.0
200_9252,200.0,9252.0,9111.0,19.548,19.2437,5.0,32.0,0.48,-66.0,34.0,28.51,2.52604,0.395877,124.0,114.0,3.59259,1.47826,-10.5857,30.4881,32.823,3.0,2.0,5.0
261_8749,261.0,8749.0,10205.0,14.5904,15.064,5.0,28.0,46.05,-67.0,33.0,36.21,3.98371,0.251022,123.0,125.0,1.32075,2.28947,-3.85967,2424.76,1654.73,3.0,0.0,4.0
