NOMREG	NOMDEP	DATEAPPELLATION	FERME	ANNREOUV	ANNEXE	NOM DU MUSEE	ADR	CP	VILLE	SITWEB	FERMETURE ANNUELLE	PERIODE OUVERTURE	JOURS NOCTURNES
AQUITAINE	LOT ET GARONNE	01/02/2003	NON			Musée des Beaux-Arts	Place du Dr Pierre Esquirol	47916	AGEN Cedex 9	www.agen.fr/musee	"1er mai, 1er novembre, 25 décembre et 1er janvier"	Ouvert du 1er octobre au 30 avril de 10h à 12h30 et de 13h30 à 18h du mercredi au lundi et de mai à septembre de 10h à 18h	
AQUITAINE	LOT ET GARONNE	01/02/2003	NON			Musée Municipal Albert Marzelles	"15, Rue Abel Boyé"	47200	MARMANDE	Site des musées aquitains et site de la ville		Ouvert du mercredi au vendredi de 15h à 18h et le samedi de 10h à 12h et de 15h à 18h	
AQUITAINE	LOT ET GARONNE	29/08/2006	NON			Musée du Liège et du Bouchon	Rue du Puits Saint Côme	47170	MEZIN	www.cg47.fr		"Ouvert du 1er avril au 31 mai du mardi au dimanche de 14h à 18h, du 1er juin au 30 septembre du mardi au vendredi de 10h à 12h30 et de 14h à 18h, en octobre du mardi au vendredi de 14h à 18h"	
AQUITAINE	LOT ET GARONNE	01/02/2003	NON			Musée du Château Henri IV	Rue Henri IV	47600	NERAC	Site des musées aquitains ou www.nerac.fr	"Janvier, février, 1er week-end de mai et 3ème lundi de septembre"	Ouvert d'octobre à mars de 14h à 18h du mardi au jeudi et week-end et d'avril à septembre tous les jours de 10h à 18h	
AQUITAINE	LOT ET GARONNE	01/02/2003	NON	2012		Musée de Préhistoire Mésolithique Laurent Coulonges	Le Bourg	47500	SAUVETERRE-LA-LEMANCE	www.sauveterre-prehistoire.fr ou www.tourisme-fumelois.fr	Jours fériés sauf 14 juillet et 15 août	"Ouvert du 15 avril au 31 juin et de septembre à octobre du mardi au samedi de 10h à 12h30 et de 13h30 à 17h30, dimanche de 13h30 à 17h30, en juillet-août tous les jours de 10h à 12h30 et de 14h à 18h, jours fériés de 14h à 18h, et du 15 octobre au 31 déce"	
AQUITAINE	LOT ET GARONNE	01/02/2003	NON			Musée Municipal (Moulin de Gajac)	"2, Rue du Jardins"	47300	VILLENEUVE-SUR-LOT	Site de la ville	Jours fériés	"Ouvert du lundi au vendredi de 10h à 12h et de 14h à 18h, samedi et dimanche de 14h à 18h"	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON			Musée Municipal	Rue de l'Eglise	64260	ARUDY	www.museearudy.com ou www.ot-arudy.fr	Octobre à décembre	"Ouvert du 1er janvier au 30 juin et en septembre du mardi au vendredi de 14h à 17h, le dimanche de 15h à 18h en juillet-août tous les jours de 10 h à 12 h et de 15 h à 18 h et du 1er octobre au 31 décembre le dimanche de 15 h à 18 h"	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	OUI			Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne	"5, Rue Jacques-Laffitte"	64100	BAYONNE	www.museebonnat.bayonne.fr	Jours fériés	Ouvert du 1er octobre au 31 mai de 10h30 à 12h30 et de 13H30 à 18h30 du mercredi au lundi et du 1er juin au 30 septembre de 10h30 à 18h30	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON	21/06/01		Musée Basque et de l'Histoire de Bayonne	"37, Quai des Corsaires"	64100	BAYONNE	www.musee-basque.com	Jours fériés	"Ouvert du mardi au dimanche d'octobre à mars de 10h30 à 18h, et d'avril à septembre de 10h à 18h30,  tous les jours en juillet-août de 10h à 18h30 nocturnes le jeudi jusqu'à 20h30"	jeudi fermeture à 20h et  jusqu'à 20h30 en juillet et août
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON	Juin 2010		Muséum d'Histoire Naturelle	"Hôtel de ville 1, Avenue Maréchal Leclerc"	64100	BAYONNE	www.museum.bayonne.fr		"Ouvert du 15 avril au 14 octobre du mardi au dimanche de 10h30 à 12h30 et de 13h30 à 18h et du 15 octobre au 14 avril du mardi au vendredi de 13h30 à 17h samedi, dimanche de 11h à 12h30 et de 13h30 à 17h"	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON			Musée Edmond Rostand	Villa Arnaga Route du Docteur Camino	64250	CAMBO-LES-BAINS	www.arnaga.com		"Ouvert tous les jours d'avril à juin  et de septembre au 14 octobre de 9h30 à 12h30 et de 14h30 à 18h30, en juillet-août de 10h à 19h, et du 15 octobre à la fin des vacances de la Toussaint de 14h30 à 18h"	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON			Musée Municipal de Guéthary	"Parc municipal André Narbaits  117, Avenue du Général de Gaulle"	64210	GUETHARY	http://www.musee-de-guethary.fr/ OU Site des musées aquitains	Novembre à avril	"Ouvert de mai à juin et de septembre à octobre lundi, mercredi au samedi de 14h30 à 18h30, en juillet-août lundi, mercredi au samedi de 15h à 19h"	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON			Musée Municipal des Beaux-Arts	Rue Mathieu Lalanne	64000	PAU	http://musee.ville-pau.fr		Ouvert de 10h à 12h et de 14h à 18h	
AQUITAINE	PYRÉNÉES ATLANTIQUES	06/01/2002	NON			Musée National du Château		64000	PAU	www.musee-chateau-pau.fr	"1er janvier, 1er mai, 25 décembre"	Ouvert du 16 septembre au 14 juin 2010 de 9h30 à 11h45 et de 14h à 17h et du 15 juin au 15 septembre de 9h30 à 12h30 et de 13h30 à 18h45	
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	OUI	?		Musée Béarnais	Association Régionaliste de Pyrénées 7 avenue Henri Faisans	64000	PAU				
AQUITAINE	PYRÉNÉES ATLANTIQUES	01/02/2003	NON			Musée Bernadotte	"8, Rue Tran"	64000	PAU	site de la ville		Ouvert du mardi au dimanche de 10h à 12h et de  14h à 18h	
AUVERGNE	ALLIER	01/02/2003	NON			Musée Charles-Louis Philippe	"5, Rue Charles-Louis Philippe"	03350	CERILLY	www.mairie-cerilly.fr		"Ouvert du 1er mai au 30 juin et du 1er septembre au 31 octobre de 15h à 18h, samedi, dimanche et jours fériés  de 15h à 18h, en juillet-août tous les jours de 15h à 18h. En dehors de ces périodes, possibilité de visite tous les jours uniquement sur rende"	
AUVERGNE	ALLIER	01/02/2003	NON			Musée Municipal de Gannat	Place Rantian	03800	GANNAT	http://www.bassin-gannat.com/		Ouvert d'avril à juin et septembre à mi-octobre du mardi au dimanche de 14h à 18h et juillet/août du mardi au samedi de 10h30 à 12h et de 14h à 19h et le dimanche de 14h à 19h	
AUVERGNE	ALLIER	01/02/2003	OUI	Non prévue		Musée Rural de la Sologne Bourbonnaise	"Michel LABONNE Secrétaire des Amis du Muséee 149, Route de Bourgogne"	03400	IZEURE				
AUVERGNE	ALLIER	01/02/2003	OUI	21 juin 2013		Musée des Musiques Populaires - MuPop	"3, Rue Notre Dame"	03100	MONTLUCON	www.mupop.fr	"du 1er au 27 janvier, 1er amis, 25 décembre"	16 septembre au 30 avril (baisse saison) de 14h à 18h et le matinsur rdv et du 2 mai au 15 septembre (haute saison) de 10h à 19h	
AUVERGNE	ALLIER	19/11/2009	NON			Centre National du Costume de Scène et de la Scénographie	Quartier Villars Route de montilly	03000	MOULINS	www.cncs.fr	"25 décembre, 1erjanvier, 1er mai et lors du montage des expositions"	"Ouvert tous les jours de 10h à 18h, en juillet-août de 10h à 19h"	
AUVERGNE	ALLIER	01/02/2003	NON			Musée Anne de Beaujeu	"1, Avenue Victor Hugo B.P. 1669"	03016	MOULINS Cedex	www.mab.allier.fr	"1er janvier, 25 décembre, 1er mai"	"Ouvert de septembre à juin du mardi au samedi de 10h à 12h et de 14h à 18h, dimanches et jours fériés de 14h à 18h. En juillet-août ouvert du lundi au samedi de 10h à 12h30 et de 14h à 18h30, dimanches et jours fériés de 14h à 18h30"	
AUVERGNE	ALLIER	01/02/2003	NON			Musée Rieckotter	Hôtel de Ville Boulevard des Arène - B.P. 10	03310	NERIS-LES-BAINS	www.ville-neris-les-bains.fr		Ouvert d'avril à octobre du mercredi au samedi de 14h30 à 18h	
AUVERGNE	ALLIER	01/02/2003	NON			Musée Municipal de Souvigny	Place Aristide Briand	03210	SOUVIGNY	site de la ville www.ville-souvigny.com	"1er mai, 25 décembre, 1er janvier - Mars"	"Ouvert d'avril à mai et d'octobre à mi- novembre du mercredi au lundi de 9h à 12h et de 14h à 18h, de juin à septembre tous les jours de 9h à 12h et de 14h à 18h, en juillet-août de 9h à 12h et de 14h à 19h"	
AUVERGNE	ALLIER	01/02/2003	NON	2 juillet 2002		Musée des Arts D'Afrique et D'Asie	"11, Rue Mounin"	03200	VICHY	www.musee-aaa.com		Ouvert du mardi au dimanche de 14h à 18 h de début mai à fin octobre	
AUVERGNE	CANTAL	01/02/2003	NON			Musée des Sciences	Château Saint Etienne	15000	AURILLAC	www.aurillac.fr	"1er janvier, 1er mai, 1er novembre, 25 décembre"	Ouvert de janvier à mi-juin et de septembre à décembre du mardi au samedi de 14h à l8h et de mi-juin au 4 septembre du lundi au samedi de 10h à 18h30 et le dimanche de 14h à 18h30	
AUVERGNE	CANTAL	01/02/2003	NON			Musée d'Art et d'Archéologie	"Centre Culturel Pierre Mendès France 37, rue des Carmes"	15012	AURILLAC Cedex	www.ville-aurillac.fr		"Ouvert de février à novembre du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h en juillet-août Expositions temporaires (Ecuries) du lundi au samedi de 13h30 à 18h30 Expositions temporaires (Sellerie) du mardi au samedi de 14h à 1"	
AUVERGNE	CANTAL	01/02/2003	NON			Ecomusée de Margeride-Haute-Auvergne	La Tour Jardin de Saint-Martin	15320	RUYNES-EN-MARGERIDE	http://www.saint-flour.fr/culture/musees/ecomusee-margeride.php	Décembre et janvier	Ouvert tous les jours en juin et septembre tous les jours de 14h à 18h et en juillet aôut tous les jours de 10h à 13h et de 15h à 19h	
AUVERGNE	CANTAL	01/02/2003	NON			Musée d'art et d'histoire Alfred Douët	"Maison consulaire 17, Place d'Armes"	15100	SAINT-FLOUR	Site de la ville	"1er mai, jours fériés du 16/10 au 14/04"	"Ouvert du 2 mai au 30 septembre tous les jours de 10h à 12h et de 14h à 18h, du 1er octobre au 30 avril du lundi au samedi de 10h à 12h et de 14h à 17h"	
AUVERGNE	CANTAL	01/02/2003	NON			Musée de la Haute Auvergne	"Palais épiscopal 1, Place d'Armes"	15100	SAINT-FLOUR	www.auvergne-centrefrance.com/geotouring/musees/detail/mus154.htm	"1er mai, jours fériés du 01/10 au 30/04"	"Ouvert du 2 mai au 30 septembre tous les jours de 10h à 12h et de 14h à 18h, du 1er octobre au 30 avril le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h"	
AUVERGNE	HAUTE-LOIRE	01/02/2003	NON			Musée de Paléontologie	Place de l'église	43380	CHILHAC	http://www.museechilhac.fr		"Ouvert (Pâqes à la Toussaint) avril à juin et de septembre à Toussaint le dimanche et jours fériés de 14h à 18h, et en juillet-août tous les jours de 10h à 12h et de 15h à 19h"	
AUVERGNE	HAUTE-LOIRE	01/02/2003	NON			Musée des Arts et Traditions Populaires de Haute Loire		43100	LAVAUDIEU	Site des amis de Lavaudieu - www.abbayedelavaudieu.fr	Décembre à mars	"Ouvert d'avril à juin, et de septembre à novembre du mercredi au lundi de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 12h45 et de 14h à 18h45"	
AUVERGNE	HAUTE-LOIRE	01/02/2003	OUI			Musée Crozatier	Jardin Henri Vinay	43000	LE PUY-EN-VELAY	www.lepuyenvelay.fr	Novembre à mai	Ouvert de juin à septembre de 10h à 13h et de 14h à 19h et d'octobre à novembre de 10h à 12h et de 14h à 16h	
AUVERGNE	HAUTE-LOIRE	22/04/2002	NON	7 juillet  2007 Inauguration le 7 juillet 2007		Musée des Manufactures de Dentelles	"14, avenue de la Gare"	43130	RETOURNAC	www.ville-retournac.fr/musee/francais/indexfr.htm	"1er mai, 24, 25 et 31 décembre, 1er janvier"	Ouvert tous les jours de 14h à 18h et de 14h à 19h en juillet-août	
AUVERGNE	HAUTE-LOIRE	01/02/2003	NON			Musée de la Ferblanterie		43300	SAINT ARCONS D'ALLIER				
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée de la Dentelle	"53, Route Nationale"	63220	ARLANC	www.arlanc.com/musee_dentelle.htm	Décembre à mi mars	"Ouvert du 1er mai au 30 juin week-end et jours fériés de 14h à 18h, du 1er juillet au 31 août tous les jours de 14h à 18h,  du 1er au 30 septembre les week-end de 14h à 18h"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée d'Archéologie Bargoin	"45, rue Ballainvilliers"	63000	CLERMONT-FERRAND	www.clermont-ferrand.fr/-Musee-Bargoin-.html		"Ouvert du mardi au samedi de 10h à 12h et de 13h à 17h, le dimanche de 14h à 19h"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée d'Art Roger-Quillot	Quartier historique de Montferrand Place Louis Deteix	63100	CLERMONT-FERRAND	http://museedart.clermont-ferrand.fr	"1er janvier, 1er mai, 1er novembre, 25 décembre"	Ouvert du mardi au vendredi de 10h à 18h et du samedi au dimanche de 10h à 12h et de 13h à 18h	
AUVERGNE	PUY DE DÔME	06/01/2002	NON			Muséum d'Histoire Naturelle Henri-Lecoq	"15, rue Bardoux"	63000	CLERMONT-FERRAND	www.museelecoq.clermont-ferrand.fr ou www.clermont-ferrand.fr/-Museum-Henri-Lecoq-.html	Jours fériés	"Ouvert d'octobre à avril du mardi au samedi de 10h à 12h et de 14h à 17h dimanche de 14h à 17h, du 1er mai au 30 septembre de 10h à 12h et de 14h à 18h"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON	14 Mars 2007		Musée Départemental de la Céramique Gallo-Romaine	"39, Rue de la République B.P. 30"	63190	LEZOUX	"www.puydedome.fr rubrique ""découvrir le Puy-de-Dôme"""	"Janvier, 1er mai, 1er novembre, 25 décembre"	Ouvert du mercredi au lundi de novembre à avril de 10h à 17h et de mai à octobre de 10h à 18h	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée des Pénitents Blancs	Place de l'Eglise	63940	MARSAC-EN-LIVRADOIS	www.livradois.com/marsac/penitent/index.htm		"Ouvert en Juillet et août tous les jours de 14h30h à 18h30, hors saison sur rendez-vous"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée Paléontologique	Le Bourg	63560	MENAT		"Janvier, février, mars"	Ouvert de Pâques à fin mai week-end et jours fériés de 10h30 à 12h et de 14h à 18h30 et de juin à septembre du mercredi au lundi de 10h30 à 12h et de 14h à 18h30	
AUVERGNE	PUY DE DÔME	01/02/2003	OUI			Musée Lapidaire	Place de l'Abbaye	63200	MOZAC	www.riom-communaute.fr		"Visite incluse dans visite globale de l'abbatiale Saint-Pierre de Mozac qui a lieu les jeudis à 15h pendant les vacances scolaires d'octobre à mai et les jeudis, vendredis, dimanches à 15h de juin à septembre"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée Municipal	Parc du Prélong	63790	MUROL	www.musee-murol.net/Musee.htm	"1er janvier, 1er mai, 25 décembre. Entre les vacances de la Toussaint et celles de Noël, celles de Noël et celles d'hiver"	"Ouvert du 1er juin au 31 octobre tous les jours de 10h à 12h et de 14h30 à 18h30. Le reste de l'année durant les vacances scolaires (sauf mardi), les week-ends, jours fériés de 14h à 18h"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée Régional d'Auvergne	"10 bis, Rue Delile"	63200	RIOM	www.riom-communaute.fr	De décembre à mars	"Ouvert du mardi au dimanche de 10h à 12h et de 14h à 17h30, et en  juillet-août de 10h à 18h"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON	22 janvier 2011		Musée Francisque Mandet	"14, Rue de l'Hôtel de Ville"	63200	RIOM	www.riom-communaute.fr		"Ouvert du mardi au dimanche de 10h à 12h et de 14h à 17h30 de septembre à juin, et en  juillet-août de 10h à 18h"	
AUVERGNE	PUY DE DÔME	01/02/2003	NON			Musée Municipal de la Coutellerie	"58, Rue de la Coutellerie"	63300	THIERS	www.ville-thiers.fr/Musee-de-la-Coutellerie	"Janvier àprès les vacances scolaires, 1er mai, 24 et 25 décembre"	"Ouverture du musée  d'octobre à mai du mardi au dimanche de 10h à 12h et de 14h à 18h, en juin et septembre tous les jours de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 12h30 et de 13h30 à 19h. Ouverture de la Vallée des Rouets de"	
AUVERGNE	PUY DE DÔME	01/02/2003	OUI	Eté 2011 - exposition		Musée Municipal Marcel Sahut	"2, rue des Ecoles"	63530	VOLVIC	www.volvic-tourisme.com/HTML/sites/site_musee.htm		Ouvert d'avril à octobre du mardi au dimanche de 14h à 18h. Pour les groupe sur réservation de novembre à mars	
BOURGOGNE	CÔTE D’OR	01/02/2003	NON	2011		Muséoparc - Alésia	"1, Route des Trois Ormeaux"	21150	ALISE-SAINTE-REINE	www.alesia.com	Janvier pour le centre d'interprétation et pour les vestges janvier au 14 février et du 15 novembre au 31 décembre	Ouverture du site des vestiges de la ville gallo-romaine du 15 février au  novembre 2013 de 10h à 17h14 Le centre d'interprétation est ouvert du 1er février au 1er janvier 2014 de 10h à 17h Ouverture des deux  du 1er avril au 30 juin et du 1er septembre	
BOURGOGNE	CÔTE D’OR	01/02/2003	OUI	2018		Musée Bonaparte	Bibliothèque Municipale Passage Xavier Girault	21130	AUXONNE	Site des musées de la région ou site de la ville	1er mai	Ouvert de mai à septembre tous les jours de 10h à 12h et de 15h à 18h	
BOURGOGNE	CÔTE D’OR	01/02/2003	NON	22 avril 2006		Musée des Beaux-Arts	"Porte Marie de Bourgogne 6, boulevard Perpreuil"	21200	BEAUNE	www.musees-bourgogne.org ou www.beaune.fr		Ouvert du mercredi au lundi de 11h à 13h et de 14h à  18h	
BOURGOGNE	CÔTE D’OR	01/02/2003	OUI	Non encore prévue		Musée E.J Marey	Hôtel de Ville	21200	BEAUNE	www.musees-bourgogne.org			
BOURGOGNE	CÔTE D’OR	01/02/2003	NON			Musée du Vin de Bourgogne	Hôtel des Ducs Rue d'Enfer	21200	BEAUNE	www.musees-bourgogne.org ou www.beaune.fr		"Ouvert du 1er mai au 30 septembre tous les jours de 9h30 à 18h, du 1er octobre au 30 novembre et du 1er au 30 avril du mercredi au dimanche de 9h30 à 18h1er décembre au 31 mars 9h30 à 17h du mercredi au dimanche"	
BOURGOGNE	CÔTE D’OR	01/02/2003	OUI	N'existe plus		Musée de la Sidérurgie Grande Forge	La Grande Forge	21500	BUFFON				
BOURGOGNE	CÔTE D’OR	01/02/2003	NON	Juin 2009		Musée du Pays Châtillonnais - Trésor de Vix	"14, Rue de la Libération"	21400	CHATILLON-SUR-SEINE	www.musee-vix.fr	"1er janvier, 1er mai, 11 novembre, 25 & 31 décembre"	Ouvert du 1er septembre au 30 juin du mercredi au lundi de 9h à 12h et de 14h à 18h et du 1er juillet  au 31 août tous les jours de 10h à 19h	
BOURGOGNE	CÔTE D’OR	06/01/2002	NON			Musée Magnin	"4, rue des Bons Enfants"	21000	DIJON	www.musee-magnin.fr	1er janvier et 25 décembre	Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h	
BOURGOGNE	CÔTE D’OR	01/02/2003	NON			"Musée de la Vie Bourguignonne, Perrin de Puycousin"	"Monastère des Bernardines 15-17, rue Sainte-Anne"	21000	DIJON	www.musees-bourgogne.org	"1er janvier, 1er et 8 mai, 14 juillet, 1er et 8 novembre, 25 décembre"	Ouvert du mercredi au lundi de 9h à 12h et de 14h à 18h	
BOURGOGNE	CÔTE D’OR	01/02/2003	NON			Musée François Rude	"8, Rue Vaillant"	21000	DIJON	http://mba.dijon.fr ou www.ville-dijon.fr	"1er janvier, 1er et 8 mai,14 juillet, 1er et 11 novembre, 25 décembre"	Ouvert de mai à octobre du mercredi au lundi de 9h30 à 18h et de novembre à avril de 10h à 17h	
BOURGOGNE	CÔTE D’OR	01/02/2003	NON			Musée d'Art Sacré	"Monastère des Bernardines 15-17, rue Sainte-Anne"	21000	DIJON	Site des musées de Bourgogne	"1er janvier, 1er et 8 mai, 14 juillet, 1er et 11 novembre, 25 décembre"	Ouvert du mercredi au lundi de 9h à 12h et de 14h à 18h	
BOURGOGNE	CÔTE D’OR	06/01/2002	NON			Muséum - Jardin des Sciences	"Parc de l'Arquebuse 14, Rue Jehan de Marville - 1 Avenue Albert 1er"	21000	DIJON	www.dijon.fr		"Ouvert le lundi et du mercredi au vendredi de 9h à12h30 et de 14h à 18h, samedi et dimanche de 14h à 18h. En juillet août de 14h à 19h. Le mardi ouvert sur réservation pour les groupes"	
BOURGOGNE	CÔTE D’OR	01/02/2003	NON			Musée Archéologique	"5, Rue du Docteur Maret CS 73310"	21033	DIJON Cedex	Site des musées de Bourgogne - www.musees-bourgogne.org	"1er janvier, 1er et 8 mai, 14 juillet, 1er et 11 novembre, 25 décembre"	"Ouvert du 1er avril auu 31 octobre du mercredi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 1er novembre au 31 mars les mercredis, samedis et dimanches de 9h30 à 12h30 et de 14h à 18h"	
BOURGOGNE	CÔTE D’OR	06/01/2002	NON			Musée des Beaux-Arts	Palais des Ducs et des Etats de Bourgogne CS 73310	21033	DIJON Cedex	http://mba.dijon.fr ou www.ville-dijon.fr	"1er janvier, 1er & 8 mai, 14 juillet, 1er & 11 novembre, 25 décembre"	Ouvert du mercredi au lundi du 2 mai au 31 octobre de 9h30 à 18h et du 2 novembre au 30 avril de 10h à 17h	Mercredi de 19h à 21h
BOURGOGNE	CÔTE D’OR	01/02/2003	NON			Musée Noisot	Mairie de Fixin	21220	FIXIN	Site des musée de Bourgogne		Ouvert du 16 avril au 17 spetembre samedi et dimanche de 14h30 à 18h30	
BOURGOGNE	CÔTE D’OR	01/02/2003	OUI	Fermé définitivement		Musée des Arts et Traditions des Hautes-Côtes	1 PLACE DE LA FONTAINE	21220	GEVREY-CHAMBERTIN - Reulle Vergy				
